pF [-],Water Content [Vol%],soiltype,treatment
-0.375,68.87,soil_sand,Drying
-0.355,68.87,soil_sand,Drying
-0.335,68.86,soil_sand,Drying
-0.315,68.86,soil_sand,Drying
-0.295,68.86,soil_sand,Drying
-0.275,68.86,soil_sand,Drying
-0.255,68.86,soil_sand,Drying
-0.234,68.86,soil_sand,Drying
-0.214,68.86,soil_sand,Drying
-0.194,68.86,soil_sand,Drying
-0.174,68.86,soil_sand,Drying
-0.154,68.86,soil_sand,Drying
-0.134,68.86,soil_sand,Drying
-0.114,68.85,soil_sand,Drying
-0.094,68.85,soil_sand,Drying
-0.074,68.85,soil_sand,Drying
-0.054,68.85,soil_sand,Drying
-0.034,68.85,soil_sand,Drying
-0.014,68.84,soil_sand,Drying
0.006,68.84,soil_sand,Drying
0.026,68.84,soil_sand,Drying
0.046,68.83,soil_sand,Drying
0.066,68.83,soil_sand,Drying
0.086,68.83,soil_sand,Drying
0.106,68.82,soil_sand,Drying
0.126,68.81,soil_sand,Drying
0.146,68.81,soil_sand,Drying
0.166,68.8,soil_sand,Drying
0.186,68.79,soil_sand,Drying
0.206,68.78,soil_sand,Drying
0.226,68.77,soil_sand,Drying
0.246,68.76,soil_sand,Drying
0.267,68.75,soil_sand,Drying
0.287,68.73,soil_sand,Drying
0.307,68.72,soil_sand,Drying
0.327,68.7,soil_sand,Drying
0.347,68.68,soil_sand,Drying
0.367,68.65,soil_sand,Drying
0.387,68.63,soil_sand,Drying
0.407,68.6,soil_sand,Drying
0.427,68.57,soil_sand,Drying
0.447,68.53,soil_sand,Drying
0.467,68.49,soil_sand,Drying
0.487,68.45,soil_sand,Drying
0.507,68.4,soil_sand,Drying
0.527,68.34,soil_sand,Drying
0.547,68.28,soil_sand,Drying
0.567,68.21,soil_sand,Drying
0.587,68.13,soil_sand,Drying
0.607,68.04,soil_sand,Drying
0.627,67.94,soil_sand,Drying
0.647,67.84,soil_sand,Drying
0.667,67.71,soil_sand,Drying
0.687,67.58,soil_sand,Drying
0.707,67.43,soil_sand,Drying
0.727,67.26,soil_sand,Drying
0.747,67.08,soil_sand,Drying
0.768,66.88,soil_sand,Drying
0.788,66.65,soil_sand,Drying
0.808,66.4,soil_sand,Drying
0.828,66.13,soil_sand,Drying
0.848,65.83,soil_sand,Drying
0.868,65.5,soil_sand,Drying
0.888,65.13,soil_sand,Drying
0.908,64.74,soil_sand,Drying
0.928,64.3,soil_sand,Drying
0.948,63.83,soil_sand,Drying
0.968,63.33,soil_sand,Drying
0.988,62.78,soil_sand,Drying
1.008,62.18,soil_sand,Drying
1.028,61.55,soil_sand,Drying
1.048,60.87,soil_sand,Drying
1.068,60.15,soil_sand,Drying
1.088,59.39,soil_sand,Drying
1.108,58.58,soil_sand,Drying
1.128,57.74,soil_sand,Drying
1.148,56.85,soil_sand,Drying
1.168,55.94,soil_sand,Drying
1.188,54.99,soil_sand,Drying
1.208,54.02,soil_sand,Drying
1.228,53.02,soil_sand,Drying
1.248,52.01,soil_sand,Drying
1.269,50.99,soil_sand,Drying
1.289,49.95,soil_sand,Drying
1.309,48.92,soil_sand,Drying
1.329,47.89,soil_sand,Drying
1.349,46.86,soil_sand,Drying
1.369,45.85,soil_sand,Drying
1.389,44.86,soil_sand,Drying
1.409,43.89,soil_sand,Drying
1.429,42.94,soil_sand,Drying
1.449,42.01,soil_sand,Drying
1.469,41.12,soil_sand,Drying
1.489,40.25,soil_sand,Drying
1.509,39.42,soil_sand,Drying
1.529,38.62,soil_sand,Drying
1.549,37.86,soil_sand,Drying
1.569,37.13,soil_sand,Drying
1.589,36.43,soil_sand,Drying
1.609,35.77,soil_sand,Drying
1.629,35.14,soil_sand,Drying
1.649,34.54,soil_sand,Drying
1.669,33.98,soil_sand,Drying
1.689,33.44,soil_sand,Drying
1.709,32.94,soil_sand,Drying
1.729,32.46,soil_sand,Drying
1.749,32.01,soil_sand,Drying
1.77,31.59,soil_sand,Drying
1.79,31.2,soil_sand,Drying
1.81,30.82,soil_sand,Drying
1.83,30.47,soil_sand,Drying
1.85,30.14,soil_sand,Drying
1.87,29.83,soil_sand,Drying
1.89,29.55,soil_sand,Drying
1.91,29.27,soil_sand,Drying
1.93,29.02,soil_sand,Drying
1.95,28.78,soil_sand,Drying
1.97,28.56,soil_sand,Drying
1.99,28.35,soil_sand,Drying
2.01,28.16,soil_sand,Drying
2.03,27.97,soil_sand,Drying
2.05,27.8,soil_sand,Drying
2.07,27.64,soil_sand,Drying
2.09,27.49,soil_sand,Drying
2.11,27.35,soil_sand,Drying
2.13,27.22,soil_sand,Drying
2.15,27.1,soil_sand,Drying
2.17,26.99,soil_sand,Drying
2.19,26.88,soil_sand,Drying
2.21,26.78,soil_sand,Drying
2.23,26.69,soil_sand,Drying
2.251,26.6,soil_sand,Drying
2.271,26.52,soil_sand,Drying
2.291,26.44,soil_sand,Drying
2.311,26.37,soil_sand,Drying
2.331,26.3,soil_sand,Drying
2.351,26.24,soil_sand,Drying
2.371,26.18,soil_sand,Drying
2.391,26.13,soil_sand,Drying
2.411,26.08,soil_sand,Drying
2.431,26.03,soil_sand,Drying
2.451,25.99,soil_sand,Drying
2.471,25.95,soil_sand,Drying
2.491,25.91,soil_sand,Drying
2.511,25.87,soil_sand,Drying
2.531,25.84,soil_sand,Drying
2.551,25.81,soil_sand,Drying
2.571,25.78,soil_sand,Drying
2.591,25.75,soil_sand,Drying
2.611,25.73,soil_sand,Drying
2.631,25.7,soil_sand,Drying
2.651,25.68,soil_sand,Drying
2.671,25.66,soil_sand,Drying
2.691,25.64,soil_sand,Drying
2.711,25.62,soil_sand,Drying
2.731,25.6,soil_sand,Drying
2.752,25.59,soil_sand,Drying
2.772,25.57,soil_sand,Drying
2.792,25.56,soil_sand,Drying
2.812,25.55,soil_sand,Drying
2.832,25.53,soil_sand,Drying
2.852,25.52,soil_sand,Drying
2.872,25.51,soil_sand,Drying
2.892,25.5,soil_sand,Drying
2.912,25.49,soil_sand,Drying
2.932,25.48,soil_sand,Drying
2.952,25.48,soil_sand,Drying
2.972,25.47,soil_sand,Drying
2.992,25.46,soil_sand,Drying
3.012,25.46,soil_sand,Drying
3.032,25.45,soil_sand,Drying
3.052,25.44,soil_sand,Drying
3.072,25.44,soil_sand,Drying
3.092,25.43,soil_sand,Drying
3.112,25.43,soil_sand,Drying
3.132,25.42,soil_sand,Drying
3.152,25.42,soil_sand,Drying
3.172,25.42,soil_sand,Drying
3.192,25.41,soil_sand,Drying
3.212,25.41,soil_sand,Drying
3.232,25.41,soil_sand,Drying
3.253,25.4,soil_sand,Drying
3.273,25.4,soil_sand,Drying
3.293,25.4,soil_sand,Drying
3.313,25.4,soil_sand,Drying
3.333,25.39,soil_sand,Drying
3.353,25.39,soil_sand,Drying
3.373,25.39,soil_sand,Drying
3.393,25.39,soil_sand,Drying
3.413,25.39,soil_sand,Drying
3.433,25.39,soil_sand,Drying
3.453,25.38,soil_sand,Drying
3.473,25.38,soil_sand,Drying
3.493,25.38,soil_sand,Drying
3.513,25.38,soil_sand,Drying
3.533,25.38,soil_sand,Drying
3.553,25.38,soil_sand,Drying
3.573,25.38,soil_sand,Drying
3.593,25.38,soil_sand,Drying
3.613,25.37,soil_sand,Drying
3.633,25.37,soil_sand,Drying
3.653,25.37,soil_sand,Drying
3.673,25.37,soil_sand,Drying
3.693,25.37,soil_sand,Drying
3.713,25.37,soil_sand,Drying
3.733,25.37,soil_sand,Drying
3.754,25.37,soil_sand,Drying
3.774,25.37,soil_sand,Drying
3.794,25.37,soil_sand,Drying
3.814,25.37,soil_sand,Drying
3.834,25.37,soil_sand,Drying
3.854,25.37,soil_sand,Drying
3.874,25.37,soil_sand,Drying
3.894,25.37,soil_sand,Drying
3.914,25.37,soil_sand,Drying
3.934,25.37,soil_sand,Drying
3.954,25.37,soil_sand,Drying
3.974,25.37,soil_sand,Drying
3.994,25.37,soil_sand,Drying
4.014,25.37,soil_sand,Drying
4.034,25.37,soil_sand,Drying
4.054,25.37,soil_sand,Drying
4.074,25.37,soil_sand,Drying
4.094,25.37,soil_sand,Drying
4.114,25.37,soil_sand,Drying
4.134,25.37,soil_sand,Drying
4.154,25.36,soil_sand,Drying
4.174,25.36,soil_sand,Drying
4.194,25.36,soil_sand,Drying
4.214,25.36,soil_sand,Drying
4.234,25.36,soil_sand,Drying
4.255,25.36,soil_sand,Drying
4.275,25.36,soil_sand,Drying
4.295,25.36,soil_sand,Drying
4.315,25.36,soil_sand,Drying
4.335,25.36,soil_sand,Drying
4.355,25.36,soil_sand,Drying
4.375,25.36,soil_sand,Drying
4.395,25.36,soil_sand,Drying
4.415,25.36,soil_sand,Drying
4.435,25.36,soil_sand,Drying
4.455,25.36,soil_sand,Drying
4.475,25.36,soil_sand,Drying
4.495,25.36,soil_sand,Drying
4.515,25.36,soil_sand,Drying
4.535,25.36,soil_sand,Drying
4.555,25.36,soil_sand,Drying
4.575,25.36,soil_sand,Drying
4.595,25.36,soil_sand,Drying
4.615,25.36,soil_sand,Drying
4.635,25.36,soil_sand,Drying
4.655,25.36,soil_sand,Drying
4.675,25.36,soil_sand,Drying
4.695,25.36,soil_sand,Drying
4.715,25.36,soil_sand,Drying
4.735,25.36,soil_sand,Drying
4.756,25.36,soil_sand,Drying
4.776,25.36,soil_sand,Drying
4.796,25.36,soil_sand,Drying
4.816,25.36,soil_sand,Drying
4.836,25.36,soil_sand,Drying
4.856,25.36,soil_sand,Drying
4.876,25.36,soil_sand,Drying
4.896,25.36,soil_sand,Drying
4.916,25.36,soil_sand,Drying
4.936,25.36,soil_sand,Drying
4.956,25.36,soil_sand,Drying
4.976,25.36,soil_sand,Drying
4.996,25.36,soil_sand,Drying
5.016,25.36,soil_sand,Drying
5.036,25.36,soil_sand,Drying
5.056,25.36,soil_sand,Drying
5.076,25.36,soil_sand,Drying
5.096,25.36,soil_sand,Drying
5.116,25.36,soil_sand,Drying
5.136,25.36,soil_sand,Drying
5.156,25.36,soil_sand,Drying
5.176,25.36,soil_sand,Drying
5.196,25.36,soil_sand,Drying
5.216,25.36,soil_sand,Drying
5.236,25.36,soil_sand,Drying
5.257,25.36,soil_sand,Drying
5.277,25.36,soil_sand,Drying
5.297,25.36,soil_sand,Drying
5.317,25.36,soil_sand,Drying
5.337,25.36,soil_sand,Drying
5.357,25.36,soil_sand,Drying
5.377,25.36,soil_sand,Drying
5.397,25.36,soil_sand,Drying
5.417,25.36,soil_sand,Drying
5.437,25.36,soil_sand,Drying
5.457,25.36,soil_sand,Drying
5.477,25.36,soil_sand,Drying
5.497,25.36,soil_sand,Drying
5.517,25.36,soil_sand,Drying
5.537,25.36,soil_sand,Drying
5.557,25.36,soil_sand,Drying
5.577,25.36,soil_sand,Drying
5.597,25.36,soil_sand,Drying
5.617,25.36,soil_sand,Drying
5.637,25.36,soil_sand,Drying
5.657,25.36,soil_sand,Drying
5.677,25.36,soil_sand,Drying
5.697,25.36,soil_sand,Drying
5.717,25.36,soil_sand,Drying
5.737,25.36,soil_sand,Drying
5.758,25.36,soil_sand,Drying
5.778,25.36,soil_sand,Drying
5.798,25.36,soil_sand,Drying
5.818,25.36,soil_sand,Drying
5.838,25.36,soil_sand,Drying
5.858,25.36,soil_sand,Drying
5.878,25.36,soil_sand,Drying
5.898,25.36,soil_sand,Drying
5.918,25.36,soil_sand,Drying
5.938,25.36,soil_sand,Drying
5.958,25.36,soil_sand,Drying
5.978,25.36,soil_sand,Drying
5.998,25.36,soil_sand,Drying
6.018,25.36,soil_sand,Drying
6.038,25.36,soil_sand,Drying
6.058,25.36,soil_sand,Drying
6.078,25.36,soil_sand,Drying
6.098,25.36,soil_sand,Drying
6.118,25.36,soil_sand,Drying
6.138,25.36,soil_sand,Drying
6.158,25.36,soil_sand,Drying
6.178,25.36,soil_sand,Drying
6.198,25.36,soil_sand,Drying
6.218,25.36,soil_sand,Drying
6.238,25.36,soil_sand,Drying
6.259,25.36,soil_sand,Drying
6.279,25.36,soil_sand,Drying
6.299,25.36,soil_sand,Drying
6.319,25.36,soil_sand,Drying
6.339,25.36,soil_sand,Drying
6.359,25.36,soil_sand,Drying
6.379,25.36,soil_sand,Drying
6.399,25.36,soil_sand,Drying
6.419,25.36,soil_sand,Drying
6.439,25.36,soil_sand,Drying
6.459,25.36,soil_sand,Drying
6.479,25.36,soil_sand,Drying
6.499,25.36,soil_sand,Drying
6.519,25.36,soil_sand,Drying
6.539,25.36,soil_sand,Drying
6.559,25.36,soil_sand,Drying
6.579,25.36,soil_sand,Drying
6.599,25.36,soil_sand,Drying
6.619,25.36,soil_sand,Drying
6.639,25.36,soil_sand,Drying
6.659,25.36,soil_sand,Drying
6.679,25.36,soil_sand,Drying
6.699,25.36,soil_sand,Drying
6.719,25.36,soil_sand,Drying
6.739,25.36,soil_sand,Drying
6.76,25.36,soil_sand,Drying
6.78,25.36,soil_sand,Drying
6.8,25.36,soil_sand,Drying
6.82,25.36,soil_sand,Drying
6.84,25.36,soil_sand,Drying
6.86,25.36,soil_sand,Drying
6.88,25.36,soil_sand,Drying
6.9,25.36,soil_sand,Drying
6.92,25.36,soil_sand,Drying
6.94,25.36,soil_sand,Drying
6.96,25.36,soil_sand,Drying
6.98,25.36,soil_sand,Drying
7,25.36,soil_sand,Drying
